,Original ID,side_a,side_b,Catalyst Music Genre Side A,Catalyst Music Genre Side B,Label Name,text
639,puchito_346,Idilio,Rondando Tu Esquina,Bolero,Guaracha,Puchito,idilio rondando tu esquina grabado en cuba mario clavel alberto rochi con el conjunto casablanca charlo bolero guaracha puchito
640,puchito_j8ow7932-j8ow7931,Tequila,Tanta Coba,Mambo,Guaracha,Puchito,tequila tanta coba chuck rio chapuseaux damiron sylvia de grasse solo de flauta gilberto valds damirn mambo guaracha puchito
641,puchito_45s257,El Panquelero,El Huerfanito,Cha-cha-cha,Cha-cha-cha,Puchito,el panquelero el huerfanito abelardo barroso abelardo barroso con la orquesta sensacion bienvenido gutierrez chachacha chachacha puchito
642,puchito_180,Enamorada,La Gloria Eres Tu,Bolero,Bolero,Puchito,enamorada la gloria eres tu al fin estoy yaezgmez olga guillot con la orq hermanos castro jos antonio mndez bolero bolero puchito
643,puchito_201,No Importa Si Menti,Aunque Tu Me Olvides,Bolero,Bolero,Puchito,no importa si menti aunque tu me olvides baz tabranes olga guillot la orquesta hermanos castro merceditas fernndez bolero bolero puchito
644,puchito_207,Me Voy Contigo,Trasnochando,Son Montuno,Bolero,Puchito,me voy contigo trasnochando siempre jacinto scull chappottin sus estrellas juan gil canta ren alvarez son montuno bolero puchito
645,puchito_221,San Antonio,Adios Negrita,Merengue,Merengue,Puchito,san antonio adios negrita juan polanco orq hermanos castro canta juan polanco arcadio franco merengue merengue puchito
646,puchito_347,No Pongo Condicion,Como Esta La Malanga,Bolero,Guaracha,Puchito,no pongo condicion como esta la malanga grabado en cuba arrondo conjunto casablanca canta nene ferrer flix crdenas canta ernesto garca bolero guaracha puchito
647,puchito_351,Gripe Asiatica,Llevatelo Todo,Guaracha,Bolero,Puchito,gripe asiatica llevatelo todo grabado en cuba angel vilches angel vilches su conjunto canta nene ferrer manolito menndez guaracha bolero puchito
648,puchito_352,Vereda Tropical,Chachacha De Los Perros,Bolero,Cha-cha-cha,Puchito,vereda tropical chachacha de los perros grabado en cuba gonzalo curiel orquesta riverside canta tito gomez dirige pedro vila bejerano bolero chachacha puchito
649,puchito_358,Linares Minero,Dos Hoyitos,Pasodoble,Bolero,Puchito,linares minero dos hoyitos grabado en cuba galindo lusia linares los galindo pasodoble bolero puchito
650,puchito_380,Que Nadie Se Entere,No Te Importe Saber,Bolero,Bolero,Puchito,que nadie se entere no te importe saber grabado en cuba osvaldo alburquerque olga guillot con cuarteto faxas arreglos direccin musical de ren touzet ren touzet bolero bolero puchito
651,puchito_381,La Noche De Anoche,Ya No Te Puedo Amar,Bolero,Bolero,Puchito,la noche de anoche ya no te puedo amar grabado en cuba ren touzet olga guillot con cuarteto faxas arreglos direccin musical de ren touzet no rosendo ruiz jr bolero bolero puchito
652,puchito_383,Guacanayabo,Todo En Ti,Danzón,Danzón,Puchito,guacanayabo todo en ti grabado en cuba angel castro orquesta riverside dirige adolfo guzman pedro mndezseverino ramos danzn danzn puchito
653,puchito_388,Que Emocion,Tuya,Bolero,Bolero,Puchito,que emocion tuya grabado en cuba orlando de la rosa olga guillot arreglos direccin musical ren touzet mara alma bolero bolero puchito
654,puchito_392,Ya No Estas,En Mi Soledad,Bolero,Bolero,Puchito,ya no estas en mi soledad grabado en cuba alvaro carrillo maria luisa chorens con rey daz calvet su orquesta miguel pous bolero bolero puchito
655,puchito_393,Carraguao Alante,Hay Fuego En El 23,Son Montuno,Son Montuno,Puchito,carraguao alante hay fuego en el 23 grabado en cuba lucia martinez arsenio rodriguez su conjunto cantan wito julin antomattei son montuno son montuno puchito
656,puchito_394,Chilindron De Jicotea,Arrollando Va,Son Montuno,Son Montuno,Puchito,chilindron de jicotea arrollando va grabado en cuba salazar ramirez pototo filomeno leopoldo fernandez anibal de mar con la orquesta melodias del 40 jos figarola son montuno son montuno puchito
657,puchito_395,Oye Simon,Avenida 486,Son Montuno,Danzón,Puchito,oye simon avenida 486 grabado en cuba hilario ariza orquesta riverside canta tito gmez dirige pedro vila carb menndez dirige adolfo guzman son montuno danzn puchito
658,puchito_400,Amor Y Delirio,Yo Estoy Desengañado,Bolero,Bolero,Puchito,amor delirio yo estoy desengaado grabado en cuba pedro brunet hector pardo jimenez con severino ramos su orquesta ramosl reyes bolero bolero puchito
659,puchito_403,Antorcha De Artemisa,Cruces,Danzón,Son Montuno,Puchito,antorcha de artemisa cruces grabado en cuba enrique jorrn orquesta melodias del 40 herrera danzn son montuno puchito
660,puchito_404,Apagame La Vela,De Corazón,Merengue,Bolero,Puchito,apagame la vela de corazn grabado en cuba bienvenido brens alberto beltran con severino ramos su conjunto daniel santos merengue bolero puchito
661,puchito_405,Perversa Ingratitud,En Mil Pedazos,Bolero,Bolero,Puchito,perversa ingratitud en mil pedazos grabado en cuba miranda luis donald con adolfo guzman su orquesta rigual bolero bolero puchito
662,puchito_419,Tan Lejos Y Sin Embargo Te Quiero,Cuando Tu Quieras,Bolero,Bolero,Puchito,tan lejos sin embargo te quiero cuando tu quieras bobby collazo olga guillot arreglos direccin musical de rene touzet ren touzet bolero bolero puchito
663,puchito_434,Pa'donde Apunte El Guarachi,Las Alteradas,Ranchera,Ranchera,Puchito,padonde apunte el guarachi las alteradas vctor gallegos luis perez meza con el mariachi estrella de bony collazo grabacion musart luis gonzlez ranchera ranchera puchito
664,puchito_435,Regalame Esta Noche,El Milagro,Bolero,Bolero,Puchito,regalame esta noche el milagro roberto cantoral los tres caballeros cantoralcorreagalvez con ritmos grabacion musart bolero bolero puchito
665,puchito_437,Una Carta De Fidel,Ensalada Rebelde,Son Montuno,Son Montuno,Puchito,una carta de fidel ensalada rebelde leopoldo fernndez pototo filomeno fernandez anibal de mar con la orquesta melodias del 40 fernndezm godinet son montuno son montuno puchito
666,puchito_440,Mil Veces Mentirosa,Ya No Hay Amigos,Bolero,Bolero,Puchito,mil veces mentirosa ya no hay amigos agustn martnez alberto beltran con el conj batey de sosa grabacion musart alberto beltrn bolero bolero puchito
667,puchito_441,Cuatro Palabras,Calla Corazon,Bolero,Bolero,Puchito,cuatro palabras calla corazon federico baena jose luis caballero con la orq de vicente garrido grabacion musart don fabin bolero bolero puchito
668,puchito_442,La Nave,Dejame Solo,Bolero,Bolero,Puchito,la nave dejame solo roberto cantoral los tres caballeros cantoralcorreagalvez grabacion musart bolero bolero puchito
669,puchito_447,Te Olvidare,Lágrimas Del Alma,Bolero,Bolero,Puchito,te olvidare lgrimas del alma merodio olga guillot con la orquesta de sabre marroquin grabacion musart bony villaseor bolero bolero puchito
670,puchito_448,Bala Perdida,Sonaron Cuatro Balazos,Ranchera,Ranchera,Puchito,bala perdida sonaron cuatro balazos toms mndez antonio aguilar con el mariachi mexico de pepe villa grabacion musart jos alfredo jimnez ranchera ranchera puchito
671,puchito_453,Tiene Sabor,La Cleptomana,Son Montuno,Bolero,Puchito,tiene sabor la cleptomana valds pieiro abelardo barroso con la orquesta sensacin de rolando valds manuel luna son montuno bolero puchito
672,puchito_466,Bellamar,Toma Mi Vida,Bolero,Bolero,Puchito,bellamar toma mi vida germr garcia german garcia con el trio bellamar mulens bolero bolero puchito
673,puchito_475,Titita,Viviré Para Amarte,Merengue,Bolero,Puchito,titita vivir para amarte alberto beltrn alberto beltran con el conjunto de severino ramos isolina carrillo merengue bolero puchito
674,puchito_481,Abstraidamente,"Sigue Alla, Boba",Bolero,Son Montuno,Puchito,abstraidamente sigue alla boba jorge mazn estrellas de chocolate canta filiberto benigno echemendia cantan lahera filiberto bolero son montuno puchito
675,puchito_486,El Golpe Bibijagua,El Marañón,Son Montuno,Son Montuno,Puchito,el golpe bibijagua el maran julio cueva julio cueva su orquesta canta licea son montuno son montuno puchito
676,puchito_487,Defiendete,Lechon Y Guanajo,Guaracha,Guaracha,Puchito,defiendete lechon guanajo julio cueva julio cueva su orquesta canta licea guaracha guaracha puchito
677,puchito_494,Torpeza,Anoche Aprendi,Bolero,Bolero,Puchito,torpeza anoche aprendi vicente garrido olga guillot con la orquesta de jos sabre marroquia grabacion musart ren touzet bolero bolero puchito
678,puchito_495,Total,Me Contaron De Ti,Bolero,Bolero,Puchito,total me contaron de ti ricardo perdomo olga guillot con humberto suarez su orquesta ren touzet bolero bolero puchito
679,puchito_8017,Pico Un Pan,El Ritmo Cubano,Cha-cha-cha,Son Montuno,Puchito,pico un pan el ritmo cubano felix cardenas pototo filomeno con la orquesta melodias del 40 fernandezsabori pototo leopoldo fernandez chachacha son montuno puchito
680,puchito_8018,Consolacion Del Sur,Mira Que Bonita,Son Montuno,Cha-cha-cha,Puchito,consolacion del sur mira que bonita nestor cruz orq riverside juanito marquez son montuno chachacha puchito
681,puchito_8019,Inolvidable Conozco A Los Dos,Usted,Bolero,Bolero,Puchito,inolvidable conozco los dos usted gutierrez valdes hernandez berto gonzalez ruiz zorrilla bolero bolero puchito
682,puchito_8021,Macho Cimarron,Los Caminantes,Son Montuno,Son Montuno,Puchito,macho cimarron los caminantes lahera conj estrellas de chocolate cantan filiberto lahera andres echeverria son montuno son montuno puchito
683,puchito_8022,Novia Mia,No Me Ofendes,Bolero,Bolero,Puchito,novia mia no me ofendes jose mendaz orlando vallejo su conjunto pilotovera bolero bolero puchito
684,puchito_8023,Pensando En Ti,En Mi Soledad,Bolero,Bolero,Puchito,pensando en ti en mi soledad alfonso torres maria luisa chorens con jorge guerrero orq rey diaz calvet miguel pous bolero bolero puchito
685,puchito_8024,Que Te Vaya Bien Rayito De Luna,Noche De Luna,Bolero,Bolero,Puchito,que te vaya bien rayito de luna noche de luna federico baenaj navarro berto gonzalez su conjunto gonzalo curiel bolero bolero puchito
686,puchito_8026,Sola,Contigo En La Distancia,Bolero,Bolero,Puchito,sola contigo en la distancia pablo de los andes olga guillot portillo de la luz bolero bolero puchito
687,puchito_8028,Guajiro De Cunagua,En Guantanamo,Son Montuno,Son Montuno,Puchito,guajiro de cunagua en guantanamo barroso la sensacion son montuno son montuno puchito
688,puchito_8037,Tu Me Niegas,Inmensa Pasion,Bolero,Bolero,Puchito,tu me niegas inmensa pasion tarraza olga guillot eduardo ferrer bolero bolero puchito
689,puchito_8041,Estoy Desengañado,Amor Y Delirio,Bolero,Bolero,Puchito,estoy desengaado amor delirio ramosl reyes hector pardo con orquesta brunet bolero bolero puchito
690,puchito_8042,Rondando Tu Esquina,Idilio,Bolero,Bolero,Puchito,rondando tu esquina idilio charlo alberto rochi su conjunto mario clavel bolero bolero puchito
691,rcavictor_516333,Maldicion De Quererte,Te Conquistare,Bolero,Bolero,RCA Victor,maldicion de quererte te conquistare grabado en mxico curse of loving you roberto cantoral los tres caballeros cantoralcorreagalvez will win you baudeliovalenzuela bolero bolero rca victor
692,rcavictor_516327,Te Quiero Dijiste,Volvere,Canción,Canción,RCA Victor,te quiero dijiste volvere grabado en mxico magic is the moonlight mara grever libertad lamarque orquesta mario ruz armengol will return cancin cancin rca victor
693,rcavictor_516315,Ya Veras,Mi Hombre,Mambo,Bolero,RCA Victor,ya veras mi hombre wait and see facundo rivero perla marini con orquesta my man mario de jesus mambo bolero rca victor
694,rcavictor_516308,Muchos Besos,Caminos De Ayer,Bolero,Bolero,RCA Victor,muchos besos caminos de ayer lots of kisses rafael hernndez raffi muoz con orquesta yesterday memories bolero bolero rca victor
695,rcavictor_516323,No Hay Amor Sin Caridad,Me Has Defraudado,Son Montuno,Bolero,RCA Victor,no hay amor sin caridad me has defraudado grabado en cuba there is no love without charity ramn cisneros conjunto modelo grabado en cuba you have deceived me luis martnez grian son montuno bolero rca victor
696,rcavictor_516305,Ast Te Ira,Pasatiempo,Bolero,Bolero,RCA Victor,ast te ira pasatiempo grabado en mxico and so will it be emilio barneyfelipe bermejo lupe raul conjunto grabado en mxico pastime raul pierapedro galan bolero bolero rca victor
697,rcavictor_516303,Volviste A Mi,Nieve,Canción,Canción,RCA Victor,volviste mi nieve grabado en argentina you came back to me fabregatm molina los tres diamantes quezada prado sedano grabado en argentina snow prado cancin cancin rca victor
698,rcavictor_516302,Castigame,Montuno No. Uno,Mambo,Mambo,RCA Victor,castigame montuno no uno punish me don tostieddie cano don tosti su orquesta eddie cano mambo mambo rca victor
699,rcavictor_516301,Caballo Canelo,Aburrida De La Vida,Corrido,Ranchera,RCA Victor,caballo canelo aburrida de la vida grabado en mxico brown horse giberto parra hermanos zaizar con el mariachi perla de occidente grabado en mxico bored with life abdon rodrguez corrido ranchera rca victor
700,rcavictor_516271,Rosita,Los Norteños,Mambo,Mambo,RCA Victor,rosita los norteos grabado en cuba dmaso prez prado prez prado el rey del mambo su orquesta grabado en cuba the northerners mambo mambo rca victor
701,rcavictor_516264,Soñar,Amo A Paris,Bolero,Bolero,RCA Victor,soar amo paris grabado en mxico dreaming arturo hassan los tres diamantes quezada prado sedano love paris cole porterde llano de la produccin musical can can bolero bolero rca victor
702,rcavictor_516261,En La Quietud De La Noche,Mi Papa,Mambo,Mambo,RCA Victor,en la quietud de la noche mi papa in the still of the night cole porter tito rodrguez su orquesta del palladium de nueva york la casa del mambo vibrafono tito rodrguez oh my papa mein papa turnerparsonsburkhard de la produccin musical fireworks mambo mambo rca victor
703,rcavictor_516285,Mi Viejo Catecismo,Tus Cejas,Bolero,Bolero,RCA Victor,mi viejo catecismo tus cejas grabado en mxico my old catechism octavio mass montes tro huracan conjunto grabado en mxico your eyebrows cesar lara bolero bolero rca victor
704,rcavictor_516283,Jamoneando,Yo Te Pongo La Mesa,Mambo,Mambo,RCA Victor,jamoneando yo te pongo la mesa grabado en mxico fooling around rosendo ruiz jr conjunto yeyo can canta yeyo grabado en mxico set the table orlando pea mambo mambo rca victor
705,rcavictor_516274,Del Campo A La Capital,La Canción Del Borracho,Son Montuno,Bolero,RCA Victor,del campo la capital la cancin del borracho grabado en mxico from the country to the capital jos montalvo sastr tony camargo orquesta rafael de paz coros grabado en mxico the song of the drunkard ofelio walfrido guevara tony camargo nacho tellez con la orquesta de rafael de paz son montuno bolero rca victor
706,rcavictor_516251,Silencio...!,Melodía De Arrabal,Tango,Tango,RCA Victor,silencio meloda de arrabal collectors gardelpettorossi carlos gardel con orquesta gardelle perabattistela carlos gardel con guitarras tango tango rca victor
707,rcavictor_516250,Quiereme Mucho,Enojo,Bolero,Bolero,RCA Victor,quiereme mucho enojo yours gonzalo roig rafael muoz su orquesta canta jos luis moner estrangement rafael gonzlez pea bolero bolero rca victor
708,rcavictor_516236,Tu Veras Margot,Dulce Desengaño,Guaracha,Bolero,RCA Victor,tu veras margot dulce desengao grabado en cuba you will see margot jess guerra beny mor su orquesta grabado en cuba sweet disappointment armando beltran guaracha bolero rca victor
709,rcavictor_516233,Dancero,Amor Francasado,Bolero,Bolero,RCA Victor,dancero amor francasado grabado en mxico dansero danielsparkerhaymandellano mara victoria orquesta luis arcaraz grabado en mxico risque love that failed ary barroso mara victoria orquesta rafael de paz bolero bolero rca victor
710,rcavictor_516230,Sombras,Mis Viejos Amores,Guaracha,Bolero,RCA Victor,sombras mis viejos amores collectors plcido acevedo cuarteto mayari cantan corozo claudio claudio ferrer guaracha bolero rca victor
711,rcavictor_516226,Confesión,El Coconito,Canción,Huapango,RCA Victor,confesin el coconito grabado en mxico confession rosendo ruz tro garnica ascencio el conjunto de raulito grabado en mxico lorenzo barcelata cancin huapango rca victor
712,rcavictor_516223,Mambo De La Telefonista,En Las Calles De La Habana,Mambo,Mambo,RCA Victor,mambo de la telefonista en las calles de la habana mambo of the telephone operator grabado en cuba dmaso prez prado prez prado el rey del mambo su orquesta grabado en cuba on the streets of havana mambo mambo rca victor
713,rcavictor_516221,Basura,Ya No Tienes Remedio,Bolero,Bolero,RCA Victor,basura ya no tienes remedio grabado en mxico trash jacobo kendis tro orizaba conjunto manuel pomian bolero bolero rca victor
714,rcavictor_516197,A Primera Vista,Es Muy Facil,Bolero,Bolero,RCA Victor,primera vista es muy facil at first sight manuel snchez acosta damiron chapuseaux con ritmo it very easy dulzaides bolero bolero rca victor
715,rcavictor_516190,Mi Propia Sangre,Viejo Socarrón,Bolero,Son Montuno,RCA Victor,mi propia sangre viejo socarrn grabado en cuba my own blood jess guerra conjunto modelo sly old boy luis martinez grin bolero son montuno rca victor
716,rcavictor_516185,Mantenlo Alegre,Tu Proximidad,Mambo,Bolero,RCA Victor,mantenlo alegre tu proximidad keep it gay de la produccin musical me and juliet aldemaro romero su orquesta the nearness of you hogy carmichaelned washington mambo bolero rca victor
717,rcavictor_516180,De Ranchero A Diputado,Dolor Y Amor,Corrido,Ranchera,RCA Victor,de ranchero diputado dolor amor grabado en mxico from rancher to congressman joaquin pardave hermanas de alba el mariachi mxico grabado en mxico pain and love crdona jr corrido ranchera rca victor
718,rcavictor_516177,Mensaje,Palabras De Mujer,Bolero,Bolero,RCA Victor,mensaje palabras de mujer grabado en mxico message agustn lara agustn lara woman word bolero bolero rca victor
719,rcavictor_516220,Si Extrañas Mi Amor,Nosotros Dos,Bolero,Bolero,RCA Victor,si extraas mi amor nosotros dos grabado en mxico if you miss my love rafael de paz mara luisa landn orquesta rafael de paz grabado en mxico we two barreravalladares bolero bolero rca victor
720,rcavictor_516219,Finges,Ya No Me Aguanto,Bolero,Bolero,RCA Victor,finges ya no me aguanto grabado en mxico you pretend raquel gmez mara victoria orquesta rafael de paz grabado en mxico ca nt resist it donato gil bolero bolero rca victor
721,rcavictor_516215,Si No Me Quieres,Yo Quiero Un Novio,Bolero,Guaracha,RCA Victor,si no me quieres yo quiero un novio if you do nt love me pablo lango damiron su ritmo canta sylvia de grasse want sweetheart sylvia de grasse bolero guaracha rca victor
722,rcavictor_516212,Por Que Sera Mi Vida,La Tertulia,Ranchera,Ranchera,RCA Victor,por que sera mi vida la tertulia grabado en mxico why my love chucho monge hermanas padilla con el mariachi vargas de tecalitln grabado en mxico the gab fest salvador flores rivera ranchera ranchera rca victor
723,rcavictor_516210,Oiga Carmelita,No Quiero Trabajar,Guaracha,Porro,RCA Victor,oiga carmelita no quiero trabajar grabado en mxico listen carmelita guillermo esquivel los magos conjunto grabado en mxico do nt want to work enrique sanchez guaracha porro rca victor
724,rcavictor_516162,Justicia,Un Amor Imposible,Bolero,Bolero,RCA Victor,justicia un amor imposible grabado en mxico justice lupe raul conjunto ruben fuentes an impossible love chucho monge bolero bolero rca victor
725,rcavictor_516158,Besame,Yo He Vivido Soñando,Bolero,Bolero,RCA Victor,besame yo he vivido soando kiss me consuelo velazquez rafael muoz su orquesta canta jos luis moner have lived in dreams juan ramon balseiro bolero bolero rca victor
726,rcavictor_516154,Contigo A La Distancia,Lo Dudo,Bolero,Bolero,RCA Victor,contigo la distancia lo dudo grabado en mxico with you forever cesar portillo de la luz los tres ases gonzlezmuiezneri doubt it chucho navarro conjunto bolero bolero rca victor
727,rcavictor_516150,Tus Desprecios,Morir Tomando,Ranchera,Ranchera,RCA Victor,tus desprecios morir tomando grabado en mxico your scorn toms mndez sosa hermanas padilla con el mariachi vargas de tecalitln grabado en mxico drink yourself to death rafael cardona jr ranchera ranchera rca victor
728,rcavictor_516149,El Aguitado,Caminos De La Vida,Ranchera,Ranchera,RCA Victor,el aguitado caminos de la vida grabado en mxico excitable jos castan los dos reales con el mariachi vargas grabado en mxico life journeys noe bahena ranchera ranchera rca victor
729,rcavictor_516142,Hace Un Año,Quiereme Mucho,Ranchera,Bolero,RCA Victor,hace un ao quiereme mucho grabado en mxico year ago felipe valdez leal pedro vargas libertad lamarque orquesta mario ruz armengol yours gonzalo roig pedro vargas ranchera bolero rca victor
730,rcavictor_516132,No Me Vayas A Engañar,Bombón De Pollo,Bolero,Son Montuno,RCA Victor,no me vayas engaar bombn de pollo grabado en cuba osvaldo farrs beny more con ernesto duarte su orquesta enrique bentez bolero son montuno rca victor
731,rcavictor_516124,Perfume De Gardenia,Inquietud,Bolero,Bolero,RCA Victor,perfume de gardenia inquietud perfume of gardenias rafael hernndez rafael muoz su orquesta canta jos luis moner anxiety nelly mndez bolero bolero rca victor
732,rcavictor_516073,Ya Voló,Tengo Que Dudar,Guaracha,Bolero,RCA Victor,ya vol tengo que dudar grabado en cuba it flew away tony tejera nelo sosa su conjunto colonial have to doubt jos slater badn guaracha bolero rca victor
733,rcavictor_516059,Fallaste Corazón,Gorrioncito Pecho Amarillo,Ranchera,Ranchera,RCA Victor,fallaste corazn gorrioncito pecho amarillo grabado en mxico my heart you have failed cuco snchez miguel aceves meja con el mariachi mxico yellow breasted sparrow tomas mndez ranchera ranchera rca victor
734,rcavictor_516052,Vereda Tropical,Ahora Seremos Felices,Canción,Bolero,RCA Victor,vereda tropical ahora seremos felices latinamerican collectors de la pelicula hombres de mar gonzalo curiel pedro vargas con orq havana riverside rafael hernndez pedro vargas tenor with havana riverside orchestra cancin bolero rca victor
735,rcavictor_516086,Dos Palabras,Camino De Otoño,Bolero,Bolero,RCA Victor,dos palabras camino de otoo two words humberto chicuco palomo fernando fernndez con la orquesta de noro morales arreglos de chucho zarzosa autumn lane danzi bolero bolero rca victor
736,rcavictor_516043,Escaleras De La Carcel,Corrido De Durango,Ranchera,Corrido,RCA Victor,escaleras de la carcel corrido de durango grabado en mxico stairways in the prison cuco sanchez miguel aceves meja con el mariachi mxico graciela olmos ranchera corrido rca victor
737,rcavictor_515978,El Gallo Y El Perico,Juana Chismon,Porro,Porro,RCA Victor,el gallo el perico juana chismon grabado en mxico the rooster and the parrot fuentesa cervantes los magos conjunto ruben fuentes enrique snchez negrumo porro porro rca victor
738,rcavictor_515970,El Taximetro,No Eres Mi Tipo,Ranchera,Ranchera,RCA Victor,el taximetro no eres mi tipo grabado en mxico the taxi rodolfo sandoval carmen molina fernando rosas el mariachi vargas you are not my type ruzrodolfo sandoval ranchera ranchera rca victor
739,rcavictor_515968,Dime Si Volvera,En Un Beso De Amor,Bolero,Bolero,RCA Victor,dime si volvera en un beso de amor have you heard douglasla vererodde ruben morales con los mendoza tell me you re mine fredianellivasin bolero bolero rca victor
740,rcavictor_515955,Siete Leguas,Bendita Bandera,Corrido,Canción,RCA Victor,siete leguas bendita bandera grabado en mxico seven leagues graciela olmos miguel aceves meja con el mariachi pulido blessed flag rafael hernndez corrido cancin rca victor
741,rcavictor_515944,No Me Dejes,"Later, Alligator",Bolero,Mambo,RCA Victor,no me dejes later alligator don tosti don tosti su conjunto canta raul daz roy roy mambo gubernickgoldstein bolero mambo rca victor
742,rcavictor_515941,Que Me Toquen Las Golondrinas,Por Si Me Olvidas,Ranchera,Ranchera,RCA Victor,que me toquen las golondrinas por si me olvidas grabado en mxico tomas mendez miguel aceves meja con el mariachi pulido jos alfredo jimnez ranchera ranchera rca victor
743,rcavictor_515938,Habladurías,Mal Pago,Bolero,Bolero,RCA Victor,habladuras mal pago grabado en mxico gilberto urquiza tro los embajadores bolero bolero rca victor
744,rcavictor_515929,Masacre,Quiéreme Mucho,Danzón,Danzón,RCA Victor,masacre quireme mucho grabado en cuba silvio contreras orquesta almendra de abelardito valds con verges luisito pl sus guaracheros roigt corman danzn danzn rca victor
745,rcavictor_515888,Guitarras De Media Noche,Maldito Vicio,Ranchera,Ranchera,RCA Victor,guitarras de media noche maldito vicio grabado en mxico jos alfredo jimnez miguel aceves meja con el mariachi pulido nicolas ga curiel con el mariachi vargas de tecalitln ranchera ranchera rca victor
746,rcavictor_515879,Ofrenda,De Donde Vienes,Bolero,Bolero,RCA Victor,ofrenda de donde vienes grabado en mxico chema dvila pedro vargas orquesta mario ruz armengol gonzalo curielmario molina montes pedro vargas orquesta juan garca esquivel bolero bolero rca victor
747,rcavictor_515873,Nosotros Los Pobres Marinos,Arroyito,Canción,Canción,RCA Victor,nosotros los pobres marinos arroyito grabado en mxico iturralde los bribones agustn lara cancin cancin rca victor
748,rcavictor_515868,Es Por Demas,Escoria Humana,Bolero,Bolero,RCA Victor,es por demas escoria humana grabado en mxico rubn fuentesa cervantes hermanas padilla conjunto rubn fuentes arturo vzquez bolero bolero rca victor
749,rcavictor_515861,Tango Azul,La Empaliza,Bolero,Merengue,RCA Victor,tango azul la empaliza grabado en mxico blue tango leroy anderson los tres diamantes quezada prado sedano luis kalaff bolero merengue rca victor
750,rcavictor_515859,"Tu, Solo Tu",Nos Veremos En El Cielo,Ranchera,Bolero,RCA Victor,tu solo tu nos veremos en el cielo grabado en mxico valds leal los tres diamantes quezada prado sedano carlos crespo ranchera bolero rca victor
751,rcavictor_515854,Cerca De Ti,Dejame,Bolero,Canción,RCA Victor,cerca de ti dejame grabado en venezuela alfredo sadela rengifo alfredo sadel con arreglo direccin orquestal de aldemaro romero conny mndez bolero cancin rca victor
752,rcavictor_515840,Que Te Casas,El Roncador,Ranchera,Ranchera,RCA Victor,que te casas el roncador grabado en mxico chema dvila fernando rosas con el mariachi vargas de tecalitln ranchera ranchera rca victor
753,rcavictor_515816,Corazón Partido,Tienes Que Pagar,Bolero,Bolero,RCA Victor,corazn partido tienes que pagar grabado en mxico fuentesa cervantes lupe raul con el conjunto de rubn fuentes rubn fuentes bolero bolero rca victor
754,rcavictor_515766,San Juan De Ulua,Rachel,Danzón,Danzón,RCA Victor,san juan de ulua rachel grabado en mxico alfonsoi pieiro orquesta almendra con luisito pl sus guaracheros domnica verges toms corman danzn danzn rca victor
755,rcavictor_515727,Insaciable,Una Lección,Bolero,Bolero,RCA Victor,insaciable una leccin esteban taronji perla marini con orquesta dir horacio daz porres bolero bolero rca victor
756,rcavictor_515722,La Tertulia,La Muerta Que Estaba Viva,Corrido,Ranchera,RCA Victor,la tertulia la muerta que estaba viva grabado en mxico salvador flores fernando rosas con el mariachi vargas de tecalitln bony villaseor corrido ranchera rca victor
757,rcavictor_515720,En Adelante,Inevitablemente,Bolero,Bolero,RCA Victor,en adelante inevitablemente grabado en mxico ruzg luna de la fuente mara luisa landn orquesta luis arcaraz gonzalo curiel bolero bolero rca victor
758,rcavictor_515653,México Lindo,Parranda Larga,Canción,Ranchera,RCA Victor,mxico lindo parranda larga chucho monge jorge negrete con el mariachi pulido judith reyes cancin ranchera rca victor
759,rcavictor_515591,Las Cuatro Milpas,Virgen De Regla,Danzón,Danzón,RCA Victor,las cuatro milpas virgen de regla antonio ma romeu orquesta almendra de abelardito valds con luisito pla sus guaracheros domnica verjes pablo ofarril danzn danzn rca victor
760,rcavictor_515459,Entre Suspiro Y Suspiro,Despierta,Ranchera,Canción,RCA Victor,entre suspiro suspiro despierta valds leal jorge negrete tro calaveras mariachi pulido grabado en mxico ranchera cancin rca victor
761,rcavictor_515216,Ella,Cuatro Caminos,Ranchera,Ranchera,RCA Victor,ella cuatro caminos jos alfredo jimnez miguel aceves meja con mariachi vargas grabado en mxico ranchera ranchera rca victor
762,rcavictor_515196,Yo,Sufro Tu Ausencia,Ranchera,Ranchera,RCA Victor,yo sufro tu ausencia jos alfredo jimnez pedro vargas con el mariachi de vargas grabado en mxico juan neri ranchera ranchera rca victor
763,rcavictor_515143,Canción De Invierno,Mentira,Bolero,Bolero,RCA Victor,cancin de invierno mentira miguel ngel valladares amparo montes la orq de rafael de paz grabado en mxico carlos gmez barrera bolero bolero rca victor
764,rcavictor_515111,El Relojito,Comunícate Conmigo,Guaracha,Bolero,RCA Victor,el relojito comuncate conmigo santiago rosales el negrito chevalier la orquesta de ren urbino grabado en cuba letra de mario tercero guaracha bolero rca victor
765,rcavictor_476527,Cuban Nightmare,Four Beat Cha-Cha,Mambo,Cha-cha-cha,RCA Victor,cuban nightmare four beat chacha patricia music publ corp bmi new orthophonic tito puente tito puente and his orchestra mambo chachacha rca victor
766,rcavictor_4527148,Seguire Mi Viaje,La Noche De Tu Partida,Bolero,Bolero,RCA Victor,seguire mi viaje la noche de tu partida alvaro carrillo marco antonio muiz orq de mario ruiz armengol oswaldo oropeza conj de oswaldo oropeza bolero bolero rca victor
